image_id,filename_png,sha256,phash,active,price_unit,currency,description_text,qty_default,price_total
0012,Profoma 0253-2021_p1_xref16.png,c5a5c411e3cb0bfbe5d53b5bb9bfb89ed205cd016f87a1f133bc67fdfd5d23be,eb979e9594603a68,1,,USD,,1,
0013,Profoma 0253-2021_p1_xref17.png,8c49e4412708c0796b64f41714944afd137f5d5304a5b0acfb71dadeccc6ad31,f878686a6a6a6a6a,1,,USD,,1,
0014,Proforma   1036  2.10.2025 Acrilicos decameron Giancarlo_p1_xref.png,84b1bba01c0e34399572aaf095f06895d7ed732822ff3a6afe07ca3001e690b0,b36684f1383ac99d,1,,USD,,1,
0015,Proforma   1036  2.10.2025 Acrilicos decameron Giancarlo_p2_xref.png,a325a3bb08776432084d4470c7e895e9b1a042f7406e1daed76ae0d4063c0e8c,b330e024cf8dcccf,1,,USD,,1,
0016,Proforma   1036  2.10.2025 Acrilicos decameron Giancarlo_p3_xref.png,8e429cac807d8041ff01739f4030b9e1fcbea35c846fc5ebfb917b2983e377f0,b3c19cc43333e03f,1,,USD,,1,
0017,Proforma   1037  3.10.2025 fotogrsfo siemens_p1_xref.png,7b7cdbf09977cd379e3cf35add5cd59bfcb4743626e58a7091516b2b4a5508c8,bb6684b06a3bc99c,1,,USD,,1,
0018,Proforma   1037  3.10.2025 fotogrsfo siemens_p2_xref.png,fe0431ec555facac92f950805442d16b6e2e9d79c9cf29007db61fd8a3837e89,bf71c864839d8c8e,1,,USD,,1,
0019,Proforma   1037  3.10.2025A fotogrsfo siemens_p1_xref.png,3779590710efe173f41efdcb95936576fd27a5a0426b0980f416c2b13e5583be,b36684f1783bc98c,1,,USD,,1,
0020,Proforma   1037  3.10.2025A fotogrsfo siemens_p2_xref.png,fa58d9b58d3b3ed039c9dd0f7bde8a4a4ce71e48adfa2078582d797daec34915,bfc1c8249b1cccce,1,,USD,,1,
0021,Proforma   1037  3.10.2025A fotogrsfo siemens_p3_xref.png,8e429cac807d8041ff01739f4030b9e1fcbea35c846fc5ebfb917b2983e377f0,b3c19cc43333e03f,1,,USD,,1,
0022,Proforma   1038  3.10.2025 camaras Laura tp 15 unidades_p1_xref.png,68d7103b60574e629af0b7ea5599142abdc9be6c070585ec51a93ad5a5b8a5a9,bb6686b06e3bc09c,1,,USD,,1,
0023,Proforma   1038  3.10.2025 camaras Laura tp 15 unidades_p2_xref.png,8390d6311e80368b2cbc9ff8febf5bcaecd80a30ed3d7507a2490108c6028434,b371cc8cce46e331,1,,USD,,1,
0024,Proforma   1038  3.10.2025 camaras Laura tp 15 unidades_p3_xref.png,bb62bcdccc0e8c58fcd14eb622924760ea3c833067ff0884d29929ddf9e3c002,b3331cec3393c1c9,1,,USD,,1,
0025,Proforma  0769 23.042025 A carmenTP_p1_xref.png,d242bd0c97f65894ad4fba3a759678a5bf5bcf4375bb75fd295c7d16999dbb31,bb6284c13a7ac59d,1,,USD,,1,
0026,Proforma  0769 23.042025 A carmenTP_p2_xref.png,9a47fb00fdb1446255098d7a33443407c0d4a0c05932e59c5f51e7a16aed2b33,bfc1cc3c91b2c21d,1,,USD,,1,
0027,Proforma  0769 23.042025 A carmenTP_p3_xref.png,82c4f051e2fcd93c1349ad435598017d41ce35f22ce50db82e58557b2d84c752,b3331cec3393c1c9,1,,USD,,1,
0028,Proforma  0769 23.042025 C carmenTP_p1_xref.png,906a332aaea32ae079711c2fdd3edddcad2e0af3bd859d39c6be66a2ca05b43a,bb6284c13a7ac59d,1,,USD,,1,
0029,Proforma  0769 23.042025 C carmenTP_p2_xref.png,9f117055285aabb995025b4896ef434eecee051b67ebf5b2bade2e1242493b6d,bfe08c1ce2b38c3c,1,,USD,,1,
0030,Proforma  0769 23.042025 C carmenTP_p3_xref.png,23a27671de4f47ef14963d010ad758d68aa0360b11e1831dd161f6a00ff23542,b7371cccc3c1c037,1,,USD,,1,
0031,Proforma  0769 23.042025 carmenTP.docx_p1_xref.png,d242bd0c97f65894ad4fba3a759678a5bf5bcf4375bb75fd295c7d16999dbb31,bb6284c13a7ac59d,1,,USD,,1,
0032,Proforma  0769 23.042025 carmenTP.docx_p2_xref.png,b83f8932c9cb618dc951651f43472df7cfec8d82b942561ba99bad9ba593d09f,b373cccc7333c08c,1,,USD,,1,
0033,Proforma  0769 23.042025 carmenTP.docx_p3_xref.png,0302abad9f26468b4ff134655c1b33264beebb229f6b37fff635c005e9e13955,b73f8cc0e332e419,1,,USD,,1,
0034,Proforma  0769 23.042025 carmenTP_p1_xref.png,d242bd0c97f65894ad4fba3a759678a5bf5bcf4375bb75fd295c7d16999dbb31,bb6284c13a7ac59d,1,,USD,,1,
0035,Proforma  0769 23.042025 carmenTP_p2_xref.png,b12f382016346615759dabb1ce36b6267e2b5ba7424df7e94ef13e6e4b83cfbc,bfc1cc3c9132c31d,1,,USD,,1,
0036,Proforma  0769 23.042025 carmenTP_p3_xref.png,475410d9ff07ffe6a4932b67d2ad4a8acc6a67d1957b6186bbe3245545c3dc1b,b3331cec3393c1c9,1,,USD,,1,
0037,Proforma  0770  23.04.2025 Jhon florez_p1_xref.png,5bf0d0bc7fe78433d4b842c1f697e470fe68c8edd38717d7d5b07ceeaf099b2a,b3cec4314c6fb18c,1,,USD,,1,
0038,Proforma  0770  23.04.2025 Jhon florez_p2_xref.png,86010e53b064cc6a06213b9e3271041b257e263141aa3ecfdb80866afee8634d,bf1e1ec0c0e0e337,1,,USD,,1,
0039,Proforma  0770  23.04.2025 Jhon florez_p3_xref.png,73146e974116840b8f6769f1ab610ae874ec83765b3d2e708d727a40f243969a,b7371cccc3c1c037,1,,USD,,1,
0040,Proforma  0821 28 05.25  carolina totem acrilicos LOTE 2_p1_xref.png,14ff73de5ce68962bfb39816b3b18f576dfbe928cded7fdf454c3ebd94bd3f89,b36c8ce3385ca399,1,,USD,,1,
0041,Proforma  0821 28 05.25  carolina totem acrilicos LOTE 2_p2_xref.png,021e574c20e4c35d7860f38cb9e25de5a1f7a06322e3412b3d309288dce782f5,bf3fccc06233c123,1,,USD,,1,
0042,Proforma  0921 25.07.2025 juan vasos modelo stanley_p1_xref.png,aa2427991081323066d81395cf6c6aa5b8255596caabc7067e0901080ad56726,bb6284c17a7ac19d,1,,USD,,1,
0043,Proforma  0921 25.07.2025 juan vasos modelo stanley_p2_xref.png,d65813a4f2e8177bcc1c775a13525fbabd92f9a83615399d8d708ab3cd1ddcc7,bfc1c824933ec4c7,1,,USD,,1,
0044,Proforma  0921 25.07.2025 juan vasos modelo stanley_p3_xref.png,2be27c4eae1a55a7d9925ab2a361cd36219cd17d2669df684f2e096be24ccce1,b3c19cc43333e03f,1,,USD,,1,
0045,Proforma  0921 25.07.2025A juan vasos modelo stanley_p1_xref.png,b397ffaa097de4d13c13ed471cf2d2f41c42415453e072055804c769dfcf4328,bb6284c13a7ac59d,1,,USD,,1,
0046,Proforma  0921 25.07.2025A juan vasos modelo stanley_p2_xref.png,763faa117086d4dc4c022235bc75fc22e98fe267043333934eb87d15152612ac,bfc1c824933ec4c7,1,,USD,,1,
0047,Proforma  0921 25.07.2025A juan vasos modelo stanley_p3_xref.png,2be27c4eae1a55a7d9925ab2a361cd36219cd17d2669df684f2e096be24ccce1,b3c19cc43333e03f,1,,USD,,1,
0048,Proforma 001-2023_p0_xref10.png,4c6241845d282b1af09326ef9897edc19369e8d8d9396d0490126462aae776c4,b392cccd9c663398,1,,USD,,1,
0049,Proforma 001-2023_p0_xref15.png,57eadcbc1b795841c345d85473a2ea0e598c552b888acda5dc313c32bd11c519,eb9594686b939e84,1,,USD,,1,
0050,Proforma 001-2023_p0_xref19.png,31df026495ce7c083c97c65db0f4256be82a2bc2d92eaf3788c9002d2aea8ca5,fa3885c768717266,1,,USD,,1,
0051,Proforma 001-2023_p0_xref20.png,4d57c84091ba049f4cddc463192b821bbdfc0354724d4c51409e5f8f2eaf37ca,c6a6479869d9b14b,1,,USD,,1,
0052,Proforma 001-2023_p1_xref10.png,4c6241845d282b1af09326ef9897edc19369e8d8d9396d0490126462aae776c4,b392cccd9c663398,1,,USD,,1,
0053,Proforma 001-2023_p1_xref15.png,57eadcbc1b795841c345d85473a2ea0e598c552b888acda5dc313c32bd11c519,eb9594686b939e84,1,,USD,,1,
0054,Proforma 002-2023_p0_xref10.png,4c6241845d282b1af09326ef9897edc19369e8d8d9396d0490126462aae776c4,b392cccd9c663398,1,,USD,,1,
0055,Proforma 002-2023_p0_xref15.png,57eadcbc1b795841c345d85473a2ea0e598c552b888acda5dc313c32bd11c519,eb9594686b939e84,1,,USD,,1,
0056,Proforma 002-2023_p0_xref19.png,31df026495ce7c083c97c65db0f4256be82a2bc2d92eaf3788c9002d2aea8ca5,fa3885c768717266,1,,USD,,1,
0057,Proforma 002-2023_p1_xref10.png,4c6241845d282b1af09326ef9897edc19369e8d8d9396d0490126462aae776c4,b392cccd9c663398,1,,USD,,1,
0058,Proforma 002-2023_p1_xref15.png,57eadcbc1b795841c345d85473a2ea0e598c552b888acda5dc313c32bd11c519,eb9594686b939e84,1,,USD,,1,
0059,Proforma 002-2023_p1_xref29.png,17370172671024f5a90aefca87c25dcae71e5bce5a253e1ae25fadee8f94d8cc,bf2dc1f0d268c49a,1,,USD,,1,
0060,Proforma 002-2023_p2_xref10.png,4c6241845d282b1af09326ef9897edc19369e8d8d9396d0490126462aae776c4,b392cccd9c663398,1,,USD,,1,
0061,Proforma 002-2023_p2_xref15.png,57eadcbc1b795841c345d85473a2ea0e598c552b888acda5dc313c32bd11c519,eb9594686b939e84,1,,USD,,1,
0062,Proforma 002-2024B_p0_xref10.png,4ccc9fb0bb1f00c42f055e345745f9f0ad4454528caae9547c0eb08614c7cd7b,b3cc3333cccc3389,1,,USD,,1,
0063,Proforma 002-2024B_p0_xref11.png,80ec30f1a3193c9a212d79ff6a445732c0feac183fedae79ba3d03cd1b81186f,b336363689c9c9c9,1,,USD,,1,
0064,Proforma 002-2024B_p0_xref12.png,cd5e645273d15102e10337b771b42ee1aa3c7d3745faff034cd1c9e409b25cc2,e3633398989c7792,1,,USD,,1,
0065,Proforma 002-2024B_p0_xref17.png,57eadcbc1b795841c345d85473a2ea0e598c552b888acda5dc313c32bd11c519,eb9594686b939e84,1,,USD,,1,
0066,Proforma 002-2024B_p0_xref21.png,31df026495ce7c083c97c65db0f4256be82a2bc2d92eaf3788c9002d2aea8ca5,fa3885c768717266,1,,USD,,1,
0067,Proforma 002-2024B_p0_xref22.png,bfbfead69fddcd3b7a3736f8f4173dbf136074cdc5d3d254e1c8c8f26986a568,aad0b0b33333335b,1,,USD,,1,
0068,Proforma 002-2024B_p1_xref17.png,57eadcbc1b795841c345d85473a2ea0e598c552b888acda5dc313c32bd11c519,eb9594686b939e84,1,,USD,,1,
0069,Proforma 002-2024B_p1_xref30.png,4c6241845d282b1af09326ef9897edc19369e8d8d9396d0490126462aae776c4,b392cccd9c663398,1,,USD,,1,
0070,Proforma 002-2024C_p0_xref10.png,4ccc9fb0bb1f00c42f055e345745f9f0ad4454528caae9547c0eb08614c7cd7b,b3cc3333cccc3389,1,,USD,,1,
0071,Proforma 002-2024C_p0_xref11.png,80ec30f1a3193c9a212d79ff6a445732c0feac183fedae79ba3d03cd1b81186f,b336363689c9c9c9,1,,USD,,1,
0072,Proforma 002-2024C_p0_xref12.png,cd5e645273d15102e10337b771b42ee1aa3c7d3745faff034cd1c9e409b25cc2,e3633398989c7792,1,,USD,,1,
0073,Proforma 002-2024C_p0_xref17.png,57eadcbc1b795841c345d85473a2ea0e598c552b888acda5dc313c32bd11c519,eb9594686b939e84,1,,USD,,1,
0074,Proforma 002-2024C_p0_xref21.png,31df026495ce7c083c97c65db0f4256be82a2bc2d92eaf3788c9002d2aea8ca5,fa3885c768717266,1,,USD,,1,
0075,Proforma 002-2024C_p0_xref22.png,d47f3a4744fd968a9f78bf1bc24e69810676e3082d11a04f3b55667a1039132a,bee48462c13b4b3b,1,,USD,,1,
0076,Proforma 002-2024C_p1_xref17.png,57eadcbc1b795841c345d85473a2ea0e598c552b888acda5dc313c32bd11c519,eb9594686b939e84,1,,USD,,1,
0077,Proforma 002-2024C_p1_xref30.png,4c6241845d282b1af09326ef9897edc19369e8d8d9396d0490126462aae776c4,b392cccd9c663398,1,,USD,,1,
0078,Proforma 002-2024D_p0_xref10.png,4ccc9fb0bb1f00c42f055e345745f9f0ad4454528caae9547c0eb08614c7cd7b,b3cc3333cccc3389,1,,USD,,1,
0079,Proforma 002-2024D_p0_xref11.png,80ec30f1a3193c9a212d79ff6a445732c0feac183fedae79ba3d03cd1b81186f,b336363689c9c9c9,1,,USD,,1,
0080,Proforma 002-2024D_p0_xref12.png,cd5e645273d15102e10337b771b42ee1aa3c7d3745faff034cd1c9e409b25cc2,e3633398989c7792,1,,USD,,1,
0081,Proforma 002-2024D_p0_xref17.png,57eadcbc1b795841c345d85473a2ea0e598c552b888acda5dc313c32bd11c519,eb9594686b939e84,1,,USD,,1,
0082,Proforma 002-2024D_p0_xref19.png,31df026495ce7c083c97c65db0f4256be82a2bc2d92eaf3788c9002d2aea8ca5,fa3885c768717266,1,,USD,,1,
0083,Proforma 002-2024D_p0_xref20.png,3fe741089ac52dc8682fb0719656d12ec83812983f6fed58acd9bd2726478b29,e997c71aca38c199,1,,USD,,1,
0084,Proforma 002-2024D_p1_xref17.png,57eadcbc1b795841c345d85473a2ea0e598c552b888acda5dc313c32bd11c519,eb9594686b939e84,1,,USD,,1,
0085,Proforma 002-2024D_p1_xref28.png,4c6241845d282b1af09326ef9897edc19369e8d8d9396d0490126462aae776c4,b392cccd9c663398,1,,USD,,1,
0086,Proforma 002-2024_p0_xref10.png,4ccc9fb0bb1f00c42f055e345745f9f0ad4454528caae9547c0eb08614c7cd7b,b3cc3333cccc3389,1,,USD,,1,
0087,Proforma 002-2024_p0_xref11.png,80ec30f1a3193c9a212d79ff6a445732c0feac183fedae79ba3d03cd1b81186f,b336363689c9c9c9,1,,USD,,1,
0088,Proforma 002-2024_p0_xref12.png,cd5e645273d15102e10337b771b42ee1aa3c7d3745faff034cd1c9e409b25cc2,e3633398989c7792,1,,USD,,1,
0089,Proforma 002-2024_p0_xref17.png,57eadcbc1b795841c345d85473a2ea0e598c552b888acda5dc313c32bd11c519,eb9594686b939e84,1,,USD,,1,
0090,Proforma 002-2024_p0_xref21.png,31df026495ce7c083c97c65db0f4256be82a2bc2d92eaf3788c9002d2aea8ca5,fa3885c768717266,1,,USD,,1,
0091,Proforma 002-2024_p0_xref22.png,bfbfead69fddcd3b7a3736f8f4173dbf136074cdc5d3d254e1c8c8f26986a568,aad0b0b33333335b,1,,USD,,1,
0092,Proforma 002-2024_p1_xref17.png,57eadcbc1b795841c345d85473a2ea0e598c552b888acda5dc313c32bd11c519,eb9594686b939e84,1,,USD,,1,
0093,Proforma 002-2024_p1_xref30.png,4c6241845d282b1af09326ef9897edc19369e8d8d9396d0490126462aae776c4,b392cccd9c663398,1,,USD,,1,
0094,Proforma 003-2022B_p0_xref10.png,4c6241845d282b1af09326ef9897edc19369e8d8d9396d0490126462aae776c4,b392cccd9c663398,1,,USD,,1,
0095,Proforma 003-2022B_p0_xref15.png,ad88c2b5e74285c2cdf9a78b7a111d8fc4df6cd10d65e0a0d44ef9b73abf0510,bcc33cc31ce11fe0,1,,USD,,1,
0096,Proforma 003-2022B_p0_xref16.png,c5a5c411e3cb0bfbe5d53b5bb9bfb89ed205cd016f87a1f133bc67fdfd5d23be,eb979e9594603a68,1,,USD,,1,
0097,Proforma 003-2022B_p0_xref17.png,8c49e4412708c0796b64f41714944afd137f5d5304a5b0acfb71dadeccc6ad31,f878686a6a6a6a6a,1,,USD,,1,
0098,Proforma 003-2022B_p0_xref21.png,31df026495ce7c083c97c65db0f4256be82a2bc2d92eaf3788c9002d2aea8ca5,fa3885c768717266,1,,USD,,1,
0099,Proforma 003-2022B_p1_xref10.png,4c6241845d282b1af09326ef9897edc19369e8d8d9396d0490126462aae776c4,b392cccd9c663398,1,,USD,,1,
0100,Proforma 003-2022B_p1_xref15.png,ad88c2b5e74285c2cdf9a78b7a111d8fc4df6cd10d65e0a0d44ef9b73abf0510,bcc33cc31ce11fe0,1,,USD,,1,
0101,Proforma 003-2022B_p1_xref16.png,c5a5c411e3cb0bfbe5d53b5bb9bfb89ed205cd016f87a1f133bc67fdfd5d23be,eb979e9594603a68,1,,USD,,1,
0102,Proforma 003-2022B_p1_xref17.png,8c49e4412708c0796b64f41714944afd137f5d5304a5b0acfb71dadeccc6ad31,f878686a6a6a6a6a,1,,USD,,1,
0103,Proforma 003-2022B_p1_xref29.png,ccf9456b9dfc5eeb22ef4a745e0b430c66be4bea5a4c3482ba4dc98c1f825d65,d0346bfa6e7a6848,1,,USD,,1,
0104,Proforma 003-2022B_p1_xref30.png,bc086f9d7c2fa8b96216dfe19ac6d2cda08f7a3b6d915ff20fbf614846b12f48,afbc7536aa50c0a5,1,,USD,,1,
0105,Proforma 003-2022B_p2_xref15.png,ad88c2b5e74285c2cdf9a78b7a111d8fc4df6cd10d65e0a0d44ef9b73abf0510,bcc33cc31ce11fe0,1,,USD,,1,
0106,Proforma 003-2022B_p2_xref16.png,c5a5c411e3cb0bfbe5d53b5bb9bfb89ed205cd016f87a1f133bc67fdfd5d23be,eb979e9594603a68,1,,USD,,1,
0107,Proforma 003-2022B_p2_xref17.png,8c49e4412708c0796b64f41714944afd137f5d5304a5b0acfb71dadeccc6ad31,f878686a6a6a6a6a,1,,USD,,1,
0108,Proforma 003-2022B_p2_xref38.png,4ccc9fb0bb1f00c42f055e345745f9f0ad4454528caae9547c0eb08614c7cd7b,b3cc3333cccc3389,1,,USD,,1,
0109,Proforma 003-2022B_p2_xref39.png,80ec30f1a3193c9a212d79ff6a445732c0feac183fedae79ba3d03cd1b81186f,b336363689c9c9c9,1,,USD,,1,
0110,Proforma 003-2022B_p2_xref40.png,cd5e645273d15102e10337b771b42ee1aa3c7d3745faff034cd1c9e409b25cc2,e3633398989c7792,1,,USD,,1,
0111,Proforma 003-2022B_p2_xref41.png,c6d8295625215562a2d03a555218a8dc451a5a2a6f6de90de08950f252999db0,fa0fa1f8d505c295,1,,USD,,1,
0112,Proforma 003-2022B_p2_xref42.png,81b6f910376db58394d6379309bbd8516c72269cc0e6af78d15fde79d878ada1,eb85c06e1f213e95,1,,USD,,1,
0113,Proforma 003-2022B_p2_xref43.png,f146bc0eb8da6e6500eb2f08b6ec3d761d6d404900a69590e9b3356db028d69d,bfb5954bc5c0c06a,1,,USD,,1,
0114,Proforma 003-2022B_p2_xref44.png,b5866cc5fc4c1fa10ec82ed0c7c22eda6f45ebb35eb1c3aa88dd6d14ad87b363,faf5815b127f108c,1,,USD,,1,
0115,Proforma 003-2022B_p3_xref10.png,4c6241845d282b1af09326ef9897edc19369e8d8d9396d0490126462aae776c4,b392cccd9c663398,1,,USD,,1,
0116,Proforma 003-2022B_p3_xref15.png,ad88c2b5e74285c2cdf9a78b7a111d8fc4df6cd10d65e0a0d44ef9b73abf0510,bcc33cc31ce11fe0,1,,USD,,1,
0117,Proforma 003-2022B_p3_xref16.png,c5a5c411e3cb0bfbe5d53b5bb9bfb89ed205cd016f87a1f133bc67fdfd5d23be,eb979e9594603a68,1,,USD,,1,
0118,Proforma 003-2022B_p3_xref17.png,8c49e4412708c0796b64f41714944afd137f5d5304a5b0acfb71dadeccc6ad31,f878686a6a6a6a6a,1,,USD,,1,
0119,Proforma 003-2022B_p3_xref58.png,ed655f2df756cea7dc9f06f2d3e42a686d0b79a6f70d0e336869d3a3ab6a4d26,e373f8fc8d80809e,1,,USD,,1,
0120,Proforma 003-2022D_p0_xref10.png,4c6241845d282b1af09326ef9897edc19369e8d8d9396d0490126462aae776c4,b392cccd9c663398,1,,USD,,1,
0121,Proforma 003-2022D_p0_xref15.png,ad88c2b5e74285c2cdf9a78b7a111d8fc4df6cd10d65e0a0d44ef9b73abf0510,bcc33cc31ce11fe0,1,,USD,,1,
0122,Proforma 003-2022D_p0_xref16.png,c5a5c411e3cb0bfbe5d53b5bb9bfb89ed205cd016f87a1f133bc67fdfd5d23be,eb979e9594603a68,1,,USD,,1,
0123,Proforma 003-2022D_p0_xref17.png,8c49e4412708c0796b64f41714944afd137f5d5304a5b0acfb71dadeccc6ad31,f878686a6a6a6a6a,1,,USD,,1,
0124,Proforma 003-2022D_p0_xref21.png,31df026495ce7c083c97c65db0f4256be82a2bc2d92eaf3788c9002d2aea8ca5,fa3885c768717266,1,,USD,,1,
0125,Proforma 003-2022D_p1_xref10.png,4c6241845d282b1af09326ef9897edc19369e8d8d9396d0490126462aae776c4,b392cccd9c663398,1,,USD,,1,
0126,Proforma 003-2022D_p1_xref15.png,ad88c2b5e74285c2cdf9a78b7a111d8fc4df6cd10d65e0a0d44ef9b73abf0510,bcc33cc31ce11fe0,1,,USD,,1,
0127,Proforma 003-2022D_p1_xref16.png,c5a5c411e3cb0bfbe5d53b5bb9bfb89ed205cd016f87a1f133bc67fdfd5d23be,eb979e9594603a68,1,,USD,,1,
0128,Proforma 003-2022D_p1_xref17.png,8c49e4412708c0796b64f41714944afd137f5d5304a5b0acfb71dadeccc6ad31,f878686a6a6a6a6a,1,,USD,,1,
0129,Proforma 003-2022D_p1_xref29.png,ccf9456b9dfc5eeb22ef4a745e0b430c66be4bea5a4c3482ba4dc98c1f825d65,d0346bfa6e7a6848,1,,USD,,1,
0130,Proforma 003-2022D_p1_xref30.png,bc086f9d7c2fa8b96216dfe19ac6d2cda08f7a3b6d915ff20fbf614846b12f48,afbc7536aa50c0a5,1,,USD,,1,
0131,Proforma 003-2022D_p2_xref15.png,ad88c2b5e74285c2cdf9a78b7a111d8fc4df6cd10d65e0a0d44ef9b73abf0510,bcc33cc31ce11fe0,1,,USD,,1,
0132,Proforma 003-2022D_p2_xref16.png,c5a5c411e3cb0bfbe5d53b5bb9bfb89ed205cd016f87a1f133bc67fdfd5d23be,eb979e9594603a68,1,,USD,,1,
0133,Proforma 003-2022D_p2_xref17.png,8c49e4412708c0796b64f41714944afd137f5d5304a5b0acfb71dadeccc6ad31,f878686a6a6a6a6a,1,,USD,,1,
0134,Proforma 003-2022D_p2_xref38.png,4ccc9fb0bb1f00c42f055e345745f9f0ad4454528caae9547c0eb08614c7cd7b,b3cc3333cccc3389,1,,USD,,1,
0135,Proforma 003-2022D_p2_xref39.png,80ec30f1a3193c9a212d79ff6a445732c0feac183fedae79ba3d03cd1b81186f,b336363689c9c9c9,1,,USD,,1,
0136,Proforma 003-2022D_p2_xref40.png,cd5e645273d15102e10337b771b42ee1aa3c7d3745faff034cd1c9e409b25cc2,e3633398989c7792,1,,USD,,1,
0137,Proforma 003-2022D_p2_xref41.png,c6d8295625215562a2d03a555218a8dc451a5a2a6f6de90de08950f252999db0,fa0fa1f8d505c295,1,,USD,,1,
0138,Proforma 003-2022D_p2_xref42.png,81b6f910376db58394d6379309bbd8516c72269cc0e6af78d15fde79d878ada1,eb85c06e1f213e95,1,,USD,,1,
0139,Proforma 003-2022D_p2_xref43.png,f146bc0eb8da6e6500eb2f08b6ec3d761d6d404900a69590e9b3356db028d69d,bfb5954bc5c0c06a,1,,USD,,1,
0140,Proforma 003-2022D_p2_xref44.png,21e2a49e6c19f126a4c4607c834518938c1e69262adeb73731bfa83d8fd754c8,c0951f6a79bc2978,1,,USD,,1,
0141,Proforma 003-2022D_p2_xref45.png,d804e1bf04ff1f39203aa619fbec87af309eca2e9d679809af7ced71e0989a4d,e68686655b69e196,1,,USD,,1,
0142,Proforma 003-2022D_p3_xref10.png,4c6241845d282b1af09326ef9897edc19369e8d8d9396d0490126462aae776c4,b392cccd9c663398,1,,USD,,1,
0143,Proforma 003-2022D_p3_xref15.png,ad88c2b5e74285c2cdf9a78b7a111d8fc4df6cd10d65e0a0d44ef9b73abf0510,bcc33cc31ce11fe0,1,,USD,,1,
0144,Proforma 003-2022D_p3_xref16.png,c5a5c411e3cb0bfbe5d53b5bb9bfb89ed205cd016f87a1f133bc67fdfd5d23be,eb979e9594603a68,1,,USD,,1,
0145,Proforma 003-2022D_p3_xref17.png,8c49e4412708c0796b64f41714944afd137f5d5304a5b0acfb71dadeccc6ad31,f878686a6a6a6a6a,1,,USD,,1,
0146,Proforma 003-2022D_p3_xref59.png,b71b79a7b423b8e172acefb2486c3448b92e0bb530bf826761804adb77186fa8,9e0f616ce1f0cb70,1,,USD,,1,
0147,Proforma 003-2022D_p4_xref10.png,4c6241845d282b1af09326ef9897edc19369e8d8d9396d0490126462aae776c4,b392cccd9c663398,1,,USD,,1,
0148,Proforma 003-2022D_p4_xref15.png,ad88c2b5e74285c2cdf9a78b7a111d8fc4df6cd10d65e0a0d44ef9b73abf0510,bcc33cc31ce11fe0,1,,USD,,1,
0149,Proforma 003-2022D_p4_xref16.png,c5a5c411e3cb0bfbe5d53b5bb9bfb89ed205cd016f87a1f133bc67fdfd5d23be,eb979e9594603a68,1,,USD,,1,
0150,Proforma 003-2022D_p4_xref17.png,8c49e4412708c0796b64f41714944afd137f5d5304a5b0acfb71dadeccc6ad31,f878686a6a6a6a6a,1,,USD,,1,
0151,Proforma 003-2022_p0_xref10.png,4c6241845d282b1af09326ef9897edc19369e8d8d9396d0490126462aae776c4,b392cccd9c663398,1,,USD,,1,
0152,Proforma 003-2022_p0_xref15.png,ad88c2b5e74285c2cdf9a78b7a111d8fc4df6cd10d65e0a0d44ef9b73abf0510,bcc33cc31ce11fe0,1,,USD,,1,
0153,Proforma 003-2022_p0_xref16.png,c5a5c411e3cb0bfbe5d53b5bb9bfb89ed205cd016f87a1f133bc67fdfd5d23be,eb979e9594603a68,1,,USD,,1,
